ts,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout,source_file,future_1s_some,future_1s_full,some_sum_2,pgscan_sum_2,pgmaj_sum_2,refault_sum_2,some_sum_6,pgscan_sum_6,pgmaj_sum_6,refault_sum_6,some_sum_10,pgscan_sum_10,pgmaj_sum_10,refault_sum_10,diff_some,diff_pgscan,mem_drop,some_std_6,pgscan_std_6
1772286251452,290,0,1367848,0,0,113,102,0,91,0,psi_douyin_20260228_215103.csv,1703.0,11.0,462.0,0.0,217.0,188.0,193717.0,6870.0,22517.0,46911.0,382370.0,24612.0,39172.0,118240.0,118.0,0.0,16004.0,57949.4227526614,2804.665755486739
1772286252331,1553,11,1347944,0,0,478,428,0,436,0,psi_douyin_20260228_215103.csv,19574.0,121.0,1843.0,0.0,591.0,530.0,50571.0,0.0,5306.0,8564.0,382873.0,24612.0,39469.0,117625.0,1263.0,0.0,-19904.0,18349.010161314,0.0
1772286253213,150,0,1315868,0,0,910,1220,0,1780,0,psi_douyin_20260228_215103.csv,34745.0,569.0,1703.0,0.0,1388.0,1648.0,4857.0,0.0,3232.0,3272.0,378988.0,24612.0,40336.0,118017.0,-1403.0,0.0,-32076.0,671.2384822136927,0.0
1772286254001,19424,121,1193596,0,0,12572,12593,0,11830,0,psi_douyin_20260228_215103.csv,19960.0,3291.0,19574.0,0.0,13482.0,13813.0,22854.0,0.0,14820.0,15054.0,397397.0,24612.0,52853.0,130424.0,19274.0,0.0,-122272.0,7673.1884898003445,0.0
1772286254698,15321,448,1246388,0,0,7310,7615,0,6781,2028,psi_douyin_20260228_215103.csv,5583.0,3031.0,34745.0,0.0,19882.0,20208.0,36910.0,0.0,21487.0,22044.0,230165.0,6870.0,43787.0,68767.0,-4103.0,0.0,52792.0,8803.576470200684,0.0
1772286255533,4639,2843,1320352,0,0,72,62,0,13,0,psi_douyin_20260228_215103.csv,44515.0,34047.0,19960.0,0.0,7382.0,7677.0,41377.0,0.0,21455.0,22020.0,90105.0,0.0,26170.0,30054.0,-10682.0,0.0,73964.0,8375.211744587185,0.0
1772286256345,944,188,1326940,0,0,877,834,0,879,0,psi_douyin_20260228_215103.csv,55828.0,41631.0,5583.0,0.0,949.0,896.0,42031.0,0.0,22219.0,22752.0,45185.0,0.0,24063.0,24376.0,-3695.0,0.0,6588.0,8275.704475551982,0.0
1772286257159,43571,33859,1396700,0,0,2700,3647,0,2279,14307,psi_douyin_20260228_215103.csv,48441.0,26825.0,44515.0,0.0,3577.0,4481.0,84049.0,0.0,24441.0,25971.0,87329.0,0.0,25779.0,27212.0,42627.0,0.0,69760.0,16465.226477843265,0.0
1772286257981,12257,7772,1412932,0,0,7040,9156,0,13927,2995,psi_douyin_20260228_215103.csv,36706.0,19446.0,55828.0,0.0,9740.0,12803.0,96156.0,0.0,30571.0,33907.0,98321.0,0.0,32176.0,35743.0,-31314.0,0.0,16232.0,15113.611798640466,0.0
1772286258863,36184,19053,1482812,0,0,11076,9529,0,4207,0,psi_douyin_20260228_215103.csv,1769.0,578.0,48441.0,0.0,18116.0,18685.0,112916.0,0.0,29075.0,30843.0,134333.0,0.0,43148.0,45186.0,23927.0,0.0,69880.0,17263.189747745662,0.0
1772286259746,522,393,1480672,0,0,63,63,0,10,0,psi_douyin_20260228_215103.csv,25793.0,17339.0,36706.0,0.0,11139.0,9592.0,98117.0,0.0,21828.0,23291.0,134565.0,0.0,43098.0,45147.0,-35662.0,0.0,-2140.0,18847.498183225034,0.0
1772286260642,1247,185,1445776,0,0,845,2577,0,796,0,psi_douyin_20260228_215103.csv,29851.0,20515.0,1769.0,0.0,908.0,2640.0,94725.0,0.0,22601.0,25806.0,134259.0,0.0,43465.0,47296.0,725.0,0.0,-34896.0,19314.220861841783,0.0
1772286261427,24546,17154,1389808,0,0,1254,2655,0,1186,6602,psi_douyin_20260228_215103.csv,7474.0,4591.0,25793.0,0.0,2099.0,5232.0,118327.0,0.0,22978.0,27627.0,158655.0,0.0,43809.0,48731.0,23299.0,0.0,-55968.0,18048.46290869865,0.0
1772286262224,5305,3361,1385608,0,0,163,917,0,141,3378,psi_douyin_20260228_215103.csv,3010.0,1523.0,29851.0,0.0,1417.0,3572.0,80061.0,0.0,20441.0,24897.0,144536.0,0.0,31400.0,37055.0,-19241.0,0.0,-4200.0,14308.72870313797,0.0
1772286263063,2169,1230,1419584,0,0,77,200,0,74,9181,psi_douyin_20260228_215103.csv,1742.0,316.0,7474.0,0.0,240.0,1117.0,69973.0,0.0,13478.0,15941.0,131384.0,0.0,24167.0,29640.0,-3136.0,0.0,33976.0,15036.131569212575,0.0
1772286263941,841,293,1419464,0,0,123,170,0,124,0,psi_douyin_20260228_215103.csv,1719.0,423.0,3010.0,0.0,200.0,370.0,34630.0,0.0,2525.0,6582.0,127586.0,0.0,24218.0,29748.0,-1328.0,0.0,-120.0,9359.65447367963,0.0
1772286264837,901,23,1419072,0,0,323,773,0,315,0,psi_douyin_20260228_215103.csv,3783.0,2223.0,1742.0,0.0,446.0,943.0,35009.0,0.0,2785.0,7292.0,127543.0,0.0,23664.0,29687.0,60.0,0.0,-392.0,9318.327240801918,0.0
1772286265655,818,400,1441760,0,0,126,205,0,116,0,psi_douyin_20260228_215103.csv,22286.0,15158.0,1719.0,0.0,449.0,978.0,34580.0,0.0,2066.0,4920.0,84790.0,0.0,21090.0,26245.0,-83.0,0.0,22688.0,9362.113450854518,0.0
1772286266396,2965,1823,1432656,0,0,558,1271,0,496,3657,psi_douyin_20260228_215103.csv,22422.0,14415.0,3783.0,0.0,684.0,1476.0,12999.0,0.0,1370.0,3536.0,75498.0,0.0,14608.0,18360.0,2147.0,0.0,-9104.0,1770.0103672025432,0.0
1772286267189,19321,13335,1438204,0,0,1583,1645,0,1621,218,psi_douyin_20260228_215103.csv,11910.0,8822.0,22286.0,0.0,2141.0,2916.0,27015.0,0.0,2790.0,4264.0,58635.0,0.0,5115.0,10476.0,16356.0,0.0,5548.0,7312.318312273095,0.0
1772286268025,3101,1080,1380076,0,0,296,400,0,245,3278,psi_douyin_20260228_215103.csv,9510.0,8100.0,22422.0,0.0,1879.0,2045.0,27947.0,0.0,3009.0,4464.0,61214.0,0.0,5348.0,10813.0,-16220.0,0.0,-58128.0,7262.564351981407,0.0
1772286268957,8809,7742,1393320,0,0,24,71,0,19,0,psi_douyin_20260228_215103.csv,4132.0,2308.0,11910.0,0.0,320.0,471.0,35915.0,0.0,2910.0,4365.0,68776.0,0.0,4527.0,8307.0,5708.0,0.0,13244.0,7152.715132498363,0.0
1772286269865,701,358,1406624,0,0,28,67,0,22,0,psi_douyin_20260228_215103.csv,30025.0,11197.0,9510.0,0.0,52.0,138.0,35715.0,0.0,2615.0,3659.0,44931.0,0.0,3301.0,5719.0,-8108.0,0.0,13304.0,7181.558821036309,0.0
1772286270714,3431,1950,1354032,0,0,254,707,0,231,1177,psi_douyin_20260228_215103.csv,50106.0,28741.0,4132.0,0.0,282.0,774.0,38328.0,0.0,2743.0,4161.0,43057.0,0.0,3392.0,5509.0,2730.0,0.0,-52592.0,6880.855266607808,0.0
1772286271582,26594,9247,1299576,414,192,766,5964,3,484,3731,psi_douyin_20260228_215103.csv,23853.0,19606.0,30025.0,414.0,1020.0,6671.0,61957.0,414.0,2951.0,8854.0,67482.0,414.0,4081.0,11273.0,23163.0,414.0,-54456.0,10394.627581913215,169.01479225203929
1772286272454,23512,19494,1303736,0,0,101,457,0,89,0,psi_douyin_20260228_215103.csv,26844.0,9394.0,50106.0,414.0,867.0,6421.0,66148.0,414.0,1469.0,7666.0,90153.0,414.0,4059.0,11560.0,-3082.0,-414.0,4160.0,11227.405518046946,169.01479225203929
1772286273301,341,112,1304004,0,0,36,135,0,30,0,psi_douyin_20260228_215103.csv,124924.0,62964.0,23853.0,0.0,137.0,592.0,63388.0,414.0,1209.0,7401.0,89593.0,414.0,3772.0,10922.0,-23171.0,0.0,268.0,11664.98875553127,169.01479225203929
1772286274163,26503,9282,1240716,7048,6345,1155,11274,138,990,12878,psi_douyin_20260228_215103.csv,162356.0,71859.0,26844.0,7048.0,1191.0,11409.0,81082.0,7462.0,2340.0,18604.0,115278.0,7462.0,4801.0,21991.0,26162.0,7048.0,-63288.0,13259.926932931075,2848.3489720655134
1772286275055,98421,53682,1208764,0,0,2070,19554,0,1664,20158,psi_douyin_20260228_215103.csv,87441.0,27590.0,124924.0,7048.0,3225.0,30828.0,178802.0,7462.0,4382.0,38091.0,210734.0,7462.0,6313.0,40274.0,71918.0,-7048.0,-31952.0,35588.442144419176,2848.3489720655134
1772286275918,63935,18177,1215964,0,0,5686,11220,0,5280,14610,psi_douyin_20260228_215103.csv,26044.0,9686.0,162356.0,0.0,7756.0,30774.0,239306.0,7462.0,9814.0,48604.0,255348.0,7462.0,10416.0,49849.0,-34486.0,0.0,7200.0,35192.037347483456,2848.3489720655134
1772286276727,23506,9413,1443708,0,0,1883,10106,0,1367,3551,psi_douyin_20260228_215103.csv,68551.0,9998.0,87441.0,0.0,7569.0,21326.0,236218.0,7048.0,10931.0,52746.0,275753.0,7462.0,12003.0,59555.0,-40429.0,0.0,227744.0,35446.932209525134,2877.3339511893064
1772286277547,2538,273,1431500,0,0,590,2535,0,587,0,psi_douyin_20260228_215103.csv,125957.0,38548.0,26044.0,0.0,2473.0,12641.0,215244.0,7048.0,11420.0,54824.0,269482.0,7462.0,12569.0,62019.0,-20968.0,0.0,-12208.0,38247.12532988595,2877.3339511893064
1772286278447,66013,9725,1366552,1486,972,6831,23135,19,6661,8575,psi_douyin_20260228_215103.csv,96880.0,43053.0,68551.0,1486.0,7421.0,25670.0,280916.0,8534.0,18215.0,77824.0,334794.0,8948.0,19372.0,85087.0,63475.0,1486.0,-64948.0,35330.3729992576,2819.3725306646984
1772286279271,59944,28823,1318588,272,250,2193,7715,10,2372,14721,psi_douyin_20260228_215103.csv,38284.0,14521.0,125957.0,1758.0,9024.0,30850.0,314357.0,1758.0,19253.0,74265.0,391307.0,9220.0,21311.0,92095.0,-6069.0,-1214.0,-47964.0,34100.722405348984,594.4890242889261
1772286280094,36936,14230,1524648,877,271,1014,2638,0,530,0,psi_douyin_20260228_215103.csv,8974.0,3842.0,96880.0,1149.0,3207.0,10353.0,252872.0,2635.0,18197.0,57349.0,401649.0,9683.0,21559.0,88769.0,-23008.0,605.0,206060.0,25708.171367615203,615.4843350294678
1772286280965,1348,291,1615496,0,0,298,11003,0,106,0,psi_douyin_20260228_215103.csv,9086.0,4361.0,38284.0,877.0,1312.0,13641.0,190285.0,2635.0,12809.0,57132.0,379485.0,9683.0,21756.0,99315.0,-35588.0,-877.0,90848.0,27717.603723386157,615.4843350294678
1772286281752,7626,3551,1579060,0,0,116,1209,0,89,223,psi_douyin_20260228_215103.csv,3521.0,1731.0,8974.0,0.0,414.0,12212.0,174405.0,2635.0,11042.0,48235.0,386770.0,9683.0,21836.0,100389.0,6278.0,0.0,-36436.0,29367.207860128674,615.4843350294678
1772286282542,1460,810,1601152,0,0,139,1126,0,241,0,psi_douyin_20260228_215103.csv,52921.0,28781.0,9086.0,0.0,255.0,2335.0,173327.0,2635.0,10591.0,46826.0,361727.0,2635.0,20820.0,90241.0,-6166.0,0.0,22092.0,29564.6088857382,615.4843350294678
1772286283305,2061,921,1490436,0,0,677,6133,0,516,276,psi_douyin_20260228_215103.csv,104796.0,61042.0,3521.0,0.0,816.0,7259.0,109375.0,1149.0,4437.0,29824.0,265367.0,2635.0,19427.0,76820.0,601.0,0.0,-110716.0,24617.426465141925,353.0097732358119
1772286284130,50860,27860,1395776,820,238,378,12294,5,256,13162,psi_douyin_20260228_215103.csv,94080.0,65925.0,52921.0,820.0,1055.0,18427.0,100291.0,1697.0,2622.0,34403.0,252292.0,3455.0,14119.0,77894.0,48799.0,820.0,-94660.0,21637.83361075387,438.53411117798584
1772286284966,53936,33182,1296240,0,0,225,2291,0,130,12047,psi_douyin_20260228_215103.csv,41529.0,33405.0,104796.0,820.0,603.0,14585.0,117291.0,820.0,1833.0,34056.0,282722.0,3455.0,12461.0,70079.0,3076.0,-820.0,-99536.0,25570.768011540116,334.7635981803666
1772286285795,40144,32743,1369304,0,0,843,8579,0,784,0,psi_douyin_20260228_215103.csv,36832.0,8306.0,94080.0,0.0,1068.0,10870.0,156087.0,820.0,2378.0,31632.0,320328.0,3455.0,12714.0,76123.0,-13792.0,0.0,73064.0,24945.469999581153,334.7635981803666
1772286286548,1385,662,1367328,0,0,269,1073,0,277,3204,psi_douyin_20260228_215103.csv,46979.0,9654.0,41529.0,0.0,1112.0,9652.0,149846.0,820.0,2531.0,31496.0,255700.0,1969.0,6152.0,54061.0,-38759.0,0.0,-1976.0,25974.472180713703,334.7635981803666
1772286287387,35447,7644,1292792,0,0,1074,3912,0,1180,9339,psi_douyin_20260228_215103.csv,50471.0,14602.0,36832.0,0.0,1343.0,4985.0,183833.0,820.0,3466.0,34282.0,231203.0,1697.0,5033.0,50258.0,34062.0,0.0,-74536.0,23399.143312665743,334.7635981803666
1772286288151,11532,2010,1337320,0,0,753,1217,0,1951,7842,psi_douyin_20260228_215103.csv,51318.0,16315.0,46979.0,0.0,1827.0,5129.0,193304.0,820.0,3542.0,29366.0,205799.0,820.0,4772.0,48837.0,-23915.0,0.0,44528.0,21312.100259398885,334.7635981803666
1772286288908,38939,12592,1313148,0,0,5688,9259,0,4206,1838,psi_douyin_20260228_215103.csv,13431.0,3733.0,50471.0,0.0,6441.0,10476.0,181383.0,0.0,8852.0,26331.0,243390.0,820.0,10162.0,47093.0,27407.0,0.0,-24172.0,19722.95530340226,0.0
1772286289621,12379,3723,1405652,0,0,81,86,0,57,0,psi_douyin_20260228_215103.csv,3795.0,667.0,51318.0,0.0,5769.0,9345.0,139826.0,0.0,8708.0,24126.0,248143.0,820.0,10127.0,45970.0,-26560.0,0.0,92504.0,16815.882036535284,0.0
1772286290411,1052,10,1401240,0,0,422,559,0,438,0,psi_douyin_20260228_215103.csv,5384.0,1652.0,13431.0,0.0,503.0,645.0,100734.0,0.0,8287.0,16106.0,247735.0,820.0,10410.0,45403.0,-11327.0,0.0,-4412.0,16557.560194666465,0.0
1772286291209,2743,657,1398688,0,0,439,1253,0,401,0,psi_douyin_20260228_215103.csv,3760.0,1201.0,3795.0,0.0,861.0,1812.0,102092.0,0.0,8457.0,16286.0,248417.0,820.0,10172.0,40523.0,1691.0,0.0,-2552.0,16312.34831244938,0.0
1772286291989,2641,995,1377144,0,0,295,2156,0,293,0,psi_douyin_20260228_215103.csv,5297.0,2221.0,5384.0,0.0,734.0,3409.0,69286.0,0.0,7678.0,14530.0,200198.0,0.0,10089.0,30385.0,-102.0,0.0,-21544.0,14268.75178376406,0.0
1772286292828,1119,206,1560244,0,0,299,1052,0,397,0,psi_douyin_20260228_215103.csv,5398.0,2401.0,3760.0,0.0,594.0,3208.0,58873.0,0.0,7224.0,14365.0,147381.0,0.0,10163.0,29146.0,-1522.0,0.0,183100.0,14890.74523879413,0.0
1772286293617,4178,2015,1531368,0,0,338,2528,0,244,0,psi_douyin_20260228_215103.csv,3390.0,964.0,5297.0,0.0,637.0,3580.0,24112.0,0.0,1874.0,7634.0,111415.0,0.0,9658.0,23095.0,3059.0,0.0,-28876.0,4258.051886329004,0.0
1772286294443,1220,386,1497092,0,0,384,1831,0,332,0,psi_douyin_20260228_215103.csv,3236.0,843.0,5398.0,0.0,722.0,4359.0,12953.0,0.0,2177.0,9379.0,111250.0,0.0,9773.0,23853.0,-2958.0,0.0,-34276.0,1252.0791375428257,0.0
1772286295236,2170,578,1488476,0,0,1378,3508,0,1254,0,psi_douyin_20260228_215103.csv,5908.0,316.0,3390.0,0.0,1762.0,5339.0,14071.0,0.0,3133.0,12328.0,77973.0,0.0,10077.0,23449.0,950.0,0.0,-8616.0,1131.833453591997,0.0
1772286296059,1066,265,1482608,0,0,147,465,0,136,0,psi_douyin_20260228_215103.csv,18345.0,354.0,3236.0,0.0,1525.0,3973.0,12394.0,0.0,2841.0,11540.0,67507.0,0.0,9471.0,22697.0,-1104.0,0.0,-5868.0,1217.7445818684582,0.0
1772286296848,4842,51,1472352,0,0,1876,2509,0,1878,0,psi_douyin_20260228_215103.csv,13671.0,304.0,5908.0,0.0,2023.0,2974.0,14595.0,0.0,4422.0,11893.0,33410.0,0.0,5659.0,15947.0,3776.0,0.0,-10256.0,1672.371220753132,0.0
1772286297700,13503,303,1526308,0,0,18466,22689,0,18381,0,psi_douyin_20260228_215103.csv,2894.0,1182.0,18345.0,0.0,20342.0,25198.0,26979.0,0.0,22589.0,33530.0,34534.0,0.0,24044.0,38550.0,8661.0,0.0,53956.0,4674.489052292596,0.0
1772286298494,168,1,1508156,0,0,313,316,0,401,0,psi_douyin_20260228_215103.csv,7436.0,3486.0,13671.0,0.0,18779.0,23005.0,22969.0,0.0,22564.0,31318.0,33650.0,0.0,23935.0,38307.0,-13335.0,0.0,-18152.0,5004.172116011798,0.0
1772286299305,2726,1181,1556552,0,0,160,541,0,58,0,psi_douyin_20260228_215103.csv,6270.0,2714.0,2894.0,0.0,473.0,857.0,24475.0,0.0,22340.0,30028.0,33633.0,0.0,23656.0,37595.0,2558.0,0.0,48396.0,4883.501302003512,0.0
1772286300184,4710,2305,1553404,0,0,297,809,0,272,0,psi_douyin_20260228_215103.csv,5639.0,1262.0,7436.0,0.0,457.0,1350.0,27015.0,0.0,21259.0,27329.0,35702.0,0.0,23658.0,36248.0,1984.0,0.0,-3148.0,4794.177541560526,0.0
1772286301067,1560,409,1466584,0,0,898,1383,0,1064,0,psi_douyin_20260228_215103.csv,17529.0,12445.0,6270.0,0.0,1195.0,2192.0,27509.0,0.0,22010.0,28247.0,36143.0,0.0,24257.0,36579.0,-3150.0,0.0,-86820.0,4727.130056035056,0.0
1772286301826,4079,853,1366704,0,0,280,1021,0,104,4726,psi_douyin_20260228_215103.csv,15404.0,12399.0,5639.0,0.0,1178.0,2404.0,26746.0,0.0,20414.0,26759.0,36044.0,0.0,24199.0,35072.0,2519.0,0.0,-99880.0,4729.09076532371,0.0
1772286302597,13450,11592,1377508,0,0,328,1150,0,284,126,psi_douyin_20260228_215103.csv,4682.0,2437.0,17529.0,0.0,608.0,2171.0,26693.0,0.0,2276.0,5220.0,48274.0,0.0,24143.0,34391.0,9371.0,0.0,10804.0,4708.822205888643,0.0
1772286303408,1954,807,1377116,0,0,25,264,0,59,0,psi_douyin_20260228_215103.csv,6381.0,3582.0,15404.0,0.0,353.0,1414.0,28479.0,0.0,1988.0,5168.0,48058.0,0.0,22790.0,31147.0,-11496.0,0.0,-392.0,4432.4273146892465,0.0
1772286304237,2728,1630,1378184,0,0,95,522,0,52,874,psi_douyin_20260228_215103.csv,8513.0,5379.0,4682.0,0.0,120.0,786.0,28481.0,0.0,1923.0,5149.0,49720.0,0.0,22738.0,31204.0,774.0,0.0,1068.0,4432.245048129671,0.0
1772286305090,3653,1952,1379596,0,0,239,402,0,217,889,psi_douyin_20260228_215103.csv,7863.0,3839.0,6381.0,0.0,334.0,924.0,27424.0,0.0,1865.0,4742.0,48531.0,0.0,21101.0,29097.0,925.0,0.0,1412.0,4454.949771509213,0.0
1772286305918,4860,3427,1544196,0,0,196,220,0,183,0,psi_douyin_20260228_215103.csv,12993.0,6672.0,8513.0,0.0,435.0,622.0,30724.0,0.0,1163.0,3579.0,39888.0,0.0,2831.0,6628.0,1207.0,0.0,164600.0,4205.650659133494,0.0
1772286306665,3003,412,1502188,0,0,1460,3530,0,1488,1653,psi_douyin_20260228_215103.csv,12721.0,7192.0,7863.0,0.0,1656.0,3750.0,29648.0,0.0,2343.0,6088.0,42723.0,0.0,3978.0,9842.0,-1857.0,0.0,-42008.0,4281.214017854047,0.0
1772286307525,9990,6260,1491168,0,0,598,1020,0,527,21,psi_douyin_20260228_215103.csv,5485.0,2771.0,12993.0,0.0,2058.0,4550.0,26188.0,0.0,2613.0,5958.0,49987.0,0.0,4416.0,10321.0,6987.0,0.0,-11020.0,2923.7074865092086,0.0
1772286308381,2731,932,1485000,0,0,126,133,0,42,0,psi_douyin_20260228_215103.csv,6363.0,3764.0,12721.0,0.0,724.0,1153.0,26965.0,0.0,2714.0,5827.0,48008.0,0.0,4245.0,9645.0,-7259.0,0.0,-6168.0,2810.5963364862614,0.0
1772286309178,2754,1839,1480720,0,0,39,47,0,13,0,psi_douyin_20260228_215103.csv,4281.0,2025.0,5485.0,0.0,165.0,180.0,26991.0,0.0,2658.0,5352.0,49202.0,0.0,3386.0,8309.0,23.0,0.0,-4280.0,2807.346843552347,0.0
1772286309990,3609,1925,1450160,0,0,409,825,0,405,0,psi_douyin_20260228_215103.csv,3790.0,2239.0,6363.0,0.0,448.0,872.0,26947.0,0.0,2828.0,5775.0,48732.0,0.0,3515.0,8113.0,855.0,0.0,-30560.0,2810.053338758891,0.0
1772286310780,672,100,1421932,0,0,172,178,0,166,0,psi_douyin_20260228_215103.csv,3126.0,2139.0,4281.0,0.0,581.0,1003.0,22759.0,0.0,2804.0,5733.0,35954.0,0.0,3359.0,7141.0,-2937.0,0.0,-28228.0,3194.018498172794,0.0
1772286311679,3118,2139,1557956,0,0,50,623,0,20,0,psi_douyin_20260228_215103.csv,1168.0,0.0,3790.0,0.0,222.0,801.0,22874.0,0.0,1394.0,2826.0,37118.0,0.0,3384.0,7500.0,2446.0,0.0,136024.0,3188.669105860624,0.0
1772286312549,8,0,1540488,0,0,38,906,0,33,0,psi_douyin_20260228_215103.csv,4199.0,542.0,3126.0,0.0,88.0,1529.0,12892.0,0.0,834.0,2712.0,34398.0,0.0,3327.0,7884.0,-3110.0,0.0,-17468.0,1451.9448566216201,0.0
1772286313359,1160,0,1544420,0,0,91,837,0,84,0,psi_douyin_20260228_215103.csv,9105.0,1279.0,1168.0,0.0,129.0,1743.0,11321.0,0.0,799.0,3416.0,31905.0,0.0,3179.0,8319.0,1152.0,0.0,3932.0,1467.4964281625953,0.0
1772286314164,3039,542,1533176,0,0,1019,5475,0,969,0,psi_douyin_20260228_215103.csv,6135.0,737.0,4199.0,0.0,1110.0,6312.0,11606.0,0.0,1779.0,8844.0,30084.0,0.0,4002.0,13574.0,1879.0,0.0,-11244.0,1505.3040445936415,0.0
1772286314943,6066,737,1515864,0,0,2137,7737,0,2088,0,psi_douyin_20260228_215103.csv,464.0,170.0,9105.0,0.0,3156.0,13212.0,14063.0,0.0,3507.0,15756.0,33147.0,0.0,4679.0,17781.0,3027.0,0.0,-17312.0,2217.6438322395184,0.0
1772286315799,69,0,1515240,0,0,26,25,0,21,0,psi_douyin_20260228_215103.csv,4273.0,930.0,6135.0,0.0,2163.0,7762.0,13460.0,0.0,3361.0,15603.0,23226.0,0.0,4107.0,16786.0,-5997.0,0.0,-624.0,2319.8689330800516,0.0
1772286316665,395,170,1499476,0,0,37,69,0,37,0,psi_douyin_20260228_215103.csv,3965.0,760.0,464.0,0.0,63.0,94.0,10737.0,0.0,3348.0,15049.0,20890.0,0.0,4018.0,16722.0,326.0,0.0,-15764.0,2380.1035901832734,0.0
1772286317519,3878,760,1511476,0,0,64,110,0,63,0,psi_douyin_20260228_215103.csv,6278.0,2968.0,4273.0,0.0,101.0,179.0,14607.0,0.0,3374.0,14253.0,22014.0,0.0,4043.0,16785.0,3483.0,0.0,12000.0,2324.4958808316505,0.0
1772286318402,87,0,1507032,0,0,10,8,0,11,0,psi_douyin_20260228_215103.csv,33510.0,15734.0,3965.0,0.0,74.0,118.0,13534.0,0.0,3293.0,13424.0,18492.0,0.0,3644.0,15968.0,-3791.0,0.0,-4444.0,2478.3431293245044,0.0
1772286319259,6191,2968,1494924,0,0,78,255,0,52,222,psi_douyin_20260228_215103.csv,188156.0,49666.0,6278.0,0.0,88.0,263.0,16686.0,0.0,2352.0,8204.0,24011.0,0.0,3550.0,16045.0,6104.0,0.0,-12108.0,2964.061740248221,0.0
1772286320094,27319,12766,1460180,642,300,3178,12017,19,4415,2283,psi_douyin_20260228_215103.csv,201831.0,55173.0,33510.0,642.0,3256.0,12272.0,37939.0,642.0,3393.0,12484.0,48212.0,642.0,6678.0,27439.0,21128.0,642.0,-34744.0,10582.711002700113,262.09540247780006
1772286320885,160837,36900,1441488,11375,3672,7993,28847,58,6437,11044,psi_douyin_20260228_215103.csv,42415.0,18598.0,188156.0,12017.0,11171.0,40864.0,198707.0,12017.0,11360.0,41306.0,209041.0,12017.0,14633.0,55380.0,133518.0,10733.0,-18692.0,63383.99479495332,4598.5811036304085
1772286321690,40994,18273,1514104,0,0,1725,6648,0,1539,5406,psi_douyin_20260228_215103.csv,11082.0,5225.0,201831.0,11375.0,9718.0,35495.0,239306.0,12017.0,13048.0,47885.0,248875.0,12017.0,16267.0,61191.0,-119843.0,-11375.0,72616.0,61325.673298111215,4598.5811036304085
1772286322470,1421,325,1540348,0,0,259,393,0,256,5904,psi_douyin_20260228_215103.csv,24312.0,13652.0,42415.0,0.0,1984.0,7041.0,236849.0,12017.0,13243.0,48168.0,247257.0,12017.0,15507.0,56109.0,-39573.0,0.0,26244.0,61621.679394241364,4598.5811036304085
1772286323400,9661,4900,1523156,0,0,985,9040,0,1148,1159,psi_douyin_20260228_215103.csv,17488.0,10471.0,11082.0,0.0,1244.0,9433.0,246423.0,12017.0,14218.0,57200.0,250852.0,12017.0,14355.0,57412.0,8240.0,0.0,-17192.0,60511.72314105759,4598.5811036304085
1772286324156,14651,8752,1549604,0,0,281,3155,0,123,815,psi_douyin_20260228_215103.csv,8485.0,5836.0,24312.0,0.0,1266.0,12195.0,254883.0,12017.0,14421.0,60100.0,265434.0,12017.0,14610.0,60542.0,4990.0,0.0,26448.0,59628.55867367586,4598.5811036304085
1772286325004,2837,1719,1554956,0,0,123,273,0,50,5,psi_douyin_20260228_215103.csv,10514.0,7884.0,17488.0,0.0,404.0,3428.0,230401.0,11375.0,11366.0,48356.0,267876.0,12017.0,14696.0,60746.0,-11814.0,0.0,5352.0,61676.034789589634,4643.8243040264415
1772286325888,5648,4117,1535976,0,0,304,1320,0,284,750,psi_douyin_20260228_215103.csv,58378.0,22488.0,8485.0,0.0,427.0,1593.0,75212.0,0.0,3677.0,20829.0,269646.0,12017.0,14936.0,61956.0,2811.0,0.0,-18980.0,14748.932038173825,0.0
1772286326783,4866,3767,1540148,0,0,31,1361,0,325,1882,psi_douyin_20260228_215103.csv,61647.0,24700.0,10514.0,0.0,335.0,2681.0,39084.0,0.0,1983.0,15542.0,274425.0,12017.0,14957.0,63309.0,-782.0,0.0,4172.0,4879.328150473531,0.0
1772286327591,53512,18721,1526048,0,0,6918,17584,0,6381,5129,psi_douyin_20260228_215103.csv,8491.0,5979.0,58378.0,0.0,6949.0,18945.0,91175.0,0.0,8642.0,32733.0,321746.0,12017.0,21797.0,80638.0,48646.0,0.0,-14100.0,19233.653791380108,0.0
1772286328353,8135,5979,1575448,0,0,452,1015,0,540,0,psi_douyin_20260228_215103.csv,456.0,0.0,61647.0,0.0,7370.0,18599.0,89649.0,0.0,8109.0,24708.0,302562.0,11375.0,19071.0,69636.0,-45377.0,0.0,49400.0,19331.322073257266,0.0
1772286329214,356,0,1584280,0,0,136,196,0,38,0,psi_douyin_20260228_215103.csv,47474.0,19333.0,8491.0,0.0,588.0,1211.0,75354.0,0.0,7964.0,21749.0,142081.0,0.0,11214.0,40985.0,-7779.0,0.0,8832.0,20234.103133077177,0.0
1772286330071,100,0,1583924,0,0,53,263,0,66,0,psi_douyin_20260228_215103.csv,163971.0,63720.0,456.0,0.0,189.0,459.0,72617.0,0.0,7894.0,21739.0,101187.0,0.0,9542.0,34600.0,-256.0,0.0,-356.0,20525.864253830343,0.0
